date,close,diff,open,high,low,volume
1999.11.18,14450.0,14450.0,14450.0,14450.0,12700.0,131990.0
1999.11.19,12400.0,2050.0,14450.0,14450.0,12300.0,98490.0
1999.11.22,11800.0,600.0,12200.0,12600.0,11600.0,43990.0
1999.11.23,12550.0,750.0,11500.0,13000.0,11500.0,60670.0
1999.11.24,11600.0,950.0,11800.0,12800.0,11500.0,27570.0
1999.11.25,10700.0,900.0,11650.0,11900.0,10100.0,44320.0
1999.11.26,9550.0,1150.0,10700.0,10700.0,9310.0,20180.0
1999.11.29,9800.0,250.0,9050.0,10500.0,8650.0,19860.0
1999.11.30,9600.0,200.0,10000.0,10400.0,9300.0,26690.0
1999.12.01,9500.0,100.0,8600.0,9900.0,8600.0,15460.0
1999.12.02,9030.0,470.0,9600.0,9600.0,9000.0,9120.0
1999.12.03,9400.0,370.0,9110.0,9600.0,8900.0,10450.0
1999.12.06,9300.0,100.0,9150.0,9400.0,9150.0,13770.0
1999.12.07,9110.0,190.0,9350.0,9490.0,9110.0,8880.0
1999.12.08,9010.0,100.0,9110.0,9600.0,9000.0,9080.0
1999.12.09,10350.0,1340.0,9100.0,10350.0,9000.0,13600.0
1999.12.10,10100.0,250.0,10350.0,10950.0,10000.0,26620.0
1999.12.13,10900.0,800.0,10500.0,10900.0,10400.0,15580.0
1999.12.14,11700.0,800.0,11100.0,11900.0,10950.0,14340.0
1999.12.15,11500.0,200.0,11850.0,12200.0,11200.0,10730.0
1999.12.16,11300.0,200.0,11450.0,11800.0,11200.0,7870.0
1999.12.17,12000.0,700.0,11500.0,12000.0,11100.0,13080.0
1999.12.20,12000.0,0.0,12350.0,12350.0,11550.0,5510.0
1999.12.21,11800.0,200.0,11600.0,11800.0,10300.0,8240.0
1999.12.22,11400.0,400.0,11300.0,11400.0,10650.0,3130.0
1999.12.23,12200.0,800.0,10550.0,12200.0,10500.0,55750.0
1999.12.24,12800.0,600.0,12200.0,12800.0,12000.0,51830.0
1999.12.27,13900.0,1100.0,12800.0,13900.0,12800.0,39830.0
1999.12.28,13900.0,0.0,14000.0,14000.0,13600.0,52300.0
2000.01.04,15950.0,2050.0,14100.0,15950.0,14050.0,79690.0
2000.01.05,15950.0,0.0,15950.0,16450.0,15350.0,44330.0
2000.01.06,16500.0,550.0,16150.0,16500.0,15350.0,39380.0
2000.01.07,16900.0,400.0,16050.0,17400.0,16000.0,40990.0
2000.01.10,16050.0,850.0,16600.0,16600.0,15600.0,39790.0
2000.01.11,15300.0,750.0,15600.0,15600.0,14700.0,33130.0
2000.01.12,15700.0,400.0,14100.0,15700.0,13500.0,78280.0
2000.01.13,15500.0,200.0,15200.0,15500.0,14700.0,25660.0
2000.01.14,15350.0,150.0,15200.0,15400.0,14700.0,57930.0
2000.01.17,14950.0,400.0,14800.0,15600.0,14550.0,15910.0
2000.01.18,15150.0,200.0,15100.0,15200.0,14250.0,28070.0
2000.01.19,12900.0,2250.0,14800.0,14850.0,12900.0,9450.0
2000.01.20,11000.0,1900.0,11050.0,12900.0,11000.0,8980.0
2000.01.21,12650.0,1650.0,10100.0,12650.0,10100.0,19660.0
2000.01.24,13500.0,850.0,12500.0,13500.0,11650.0,11400.0
2000.01.25,13000.0,500.0,13200.0,13200.0,12700.0,49580.0
2000.01.26,12800.0,200.0,13200.0,13200.0,12050.0,21860.0
2000.01.27,14700.0,1900.0,13000.0,14700.0,13000.0,63290.0
2000.01.28,15800.0,1100.0,15500.0,16500.0,15200.0,75160.0
2000.01.31,18000.0,2200.0,16100.0,18150.0,15850.0,80950.0
2000.02.02,18150.0,150.0,18000.0,19000.0,17300.0,74640.0
2000.02.03,15450.0,2700.0,17250.0,18200.0,15450.0,87860.0
2000.02.07,14900.0,550.0,15150.0,15900.0,14300.0,57530.0
2000.02.08,14250.0,650.0,15000.0,15200.0,13800.0,42260.0
2000.02.09,13750.0,500.0,13800.0,14900.0,13500.0,59600.0
2000.02.10,13700.0,50.0,13600.0,14200.0,12800.0,61480.0
2000.02.11,14600.0,900.0,14100.0,15500.0,13700.0,79890.0
2000.02.14,13150.0,1450.0,14600.0,14800.0,13150.0,34740.0
2000.02.15,12700.0,450.0,12800.0,13500.0,12000.0,24080.0
2000.02.16,13500.0,800.0,12900.0,13700.0,12900.0,33510.0
2000.02.17,14200.0,700.0,13700.0,14300.0,13500.0,27490.0
2000.02.18,14250.0,50.0,13700.0,14700.0,13700.0,31110.0
2000.02.21,14350.0,100.0,14200.0,14350.0,13600.0,34950.0
2000.02.22,15400.0,1050.0,14800.0,15850.0,14100.0,54340.0
2000.02.23,14600.0,800.0,15500.0,15850.0,14600.0,60380.0
2000.02.24,14500.0,100.0,14500.0,14600.0,14100.0,19820.0
2000.02.25,14000.0,500.0,14700.0,15000.0,13900.0,31320.0
2000.02.28,15000.0,1000.0,13800.0,15300.0,13800.0,41540.0
2000.02.29,14700.0,300.0,15200.0,15800.0,14700.0,54010.0
2000.03.02,15400.0,700.0,15200.0,15800.0,14900.0,58320.0
2000.03.03,17700.0,2300.0,15400.0,17700.0,15200.0,78660.0
2000.03.06,20350.0,2650.0,19500.0,20350.0,18750.0,136600.0
2000.03.07,21000.0,650.0,21400.0,23400.0,20000.0,182590.0
2000.03.08,21000.0,0.0,20100.0,22700.0,20100.0,56760.0
2000.03.09,24150.0,3150.0,21500.0,24150.0,21200.0,70870.0
2000.03.10,22300.0,1850.0,25100.0,27750.0,21300.0,226680.0
2000.03.13,22200.0,100.0,22000.0,23500.0,20750.0,58790.0
2000.03.14,20400.0,1800.0,22500.0,22600.0,19500.0,48100.0
2000.03.15,18100.0,2300.0,19500.0,20400.0,18000.0,47300.0
2000.03.17,16900.0,1200.0,18800.0,19000.0,16000.0,29700.0
2000.03.20,16250.0,650.0,17000.0,17300.0,15700.0,24970.0
2000.03.21,16850.0,600.0,16000.0,17800.0,16000.0,57880.0
2000.03.22,16800.0,50.0,17100.0,17700.0,16400.0,37350.0
2000.03.23,17000.0,200.0,16800.0,17500.0,16400.0,26870.0
2000.03.24,15800.0,1200.0,17200.0,17200.0,15800.0,54820.0
2000.03.27,16500.0,700.0,16600.0,16600.0,15500.0,36940.0
2000.03.28,16000.0,500.0,16500.0,16500.0,15700.0,24470.0
2000.03.29,15950.0,50.0,15100.0,16400.0,15100.0,27090.0
2000.03.30,15500.0,450.0,16000.0,16300.0,15450.0,23100.0
2000.03.31,16700.0,1200.0,16000.0,17000.0,15650.0,37040.0
2000.04.03,17200.0,500.0,17500.0,17500.0,16500.0,35220.0
2000.04.04,16800.0,400.0,17500.0,17500.0,16250.0,20940.0
2000.04.06,16250.0,550.0,16500.0,17000.0,16200.0,15310.0
2000.04.07,16250.0,0.0,16100.0,16600.0,16100.0,16930.0
2000.04.10,16650.0,400.0,15700.0,16650.0,15700.0,23390.0
2000.04.12,19100.0,2450.0,16700.0,19100.0,16000.0,94970.0
2000.04.14,19700.0,600.0,19500.0,21100.0,18600.0,120940.0
2000.04.17,17100.0,2600.0,17100.0,19000.0,16750.0,48560.0
2000.04.18,18100.0,1000.0,17900.0,18500.0,17500.0,35120.0
2000.04.19,19300.0,1200.0,17700.0,20000.0,17700.0,76280.0
2000.04.20,18900.0,400.0,19500.0,20600.0,18900.0,87870.0
2000.04.21,18700.0,200.0,19100.0,19900.0,18000.0,59960.0
2000.04.24,18300.0,400.0,19100.0,19100.0,17500.0,33470.0
2000.04.25,19800.0,1500.0,18300.0,20350.0,17950.0,98480.0
2000.04.26,19100.0,700.0,19900.0,21650.0,19100.0,173940.0
2000.04.27,17700.0,1400.0,19150.0,19200.0,16250.0,69500.0
2000.04.28,18700.0,1000.0,17300.0,18700.0,17100.0,46600.0
2000.05.01,18700.0,0.0,17300.0,18700.0,17100.0,46900.0
2000.05.02,19100.0,400.0,19000.0,19900.0,19000.0,87490.0
2000.05.03,18800.0,300.0,19500.0,19500.0,18300.0,32170.0
2000.05.04,18900.0,100.0,19100.0,19100.0,18500.0,29590.0
2000.05.08,18850.0,50.0,18600.0,20000.0,18600.0,40840.0
2000.05.09,19650.0,800.0,18600.0,19650.0,18000.0,42780.0
2000.05.10,19450.0,200.0,19650.0,20450.0,19350.0,85330.0
2000.05.12,19000.0,450.0,19450.0,19450.0,18200.0,44440.0
2000.05.15,19300.0,300.0,18700.0,19300.0,18300.0,38550.0
2000.05.18,15650.0,3650.0,18800.0,18800.0,15650.0,40120.0
2000.05.19,14800.0,850.0,13350.0,15000.0,13350.0,47150.0
2000.05.22,13700.0,1100.0,13600.0,15450.0,13600.0,24490.0
2000.05.23,13950.0,250.0,11950.0,14400.0,11650.0,96710.0
2000.05.24,15200.0,1250.0,13250.0,15400.0,13250.0,44560.0
2000.05.25,17050.0,1850.0,15000.0,17450.0,15000.0,40950.0
2000.05.26,16550.0,500.0,17100.0,17100.0,15550.0,49980.0
2000.05.29,18300.0,1750.0,16000.0,18350.0,16000.0,59280.0
2000.05.30,18700.0,400.0,18300.0,19000.0,18150.0,38230.0
